FREQUENCY,INTIMACY,RECENCY,TRUST
-0.601845641,1.224808284,0.70134012,2
-0.601845641,1.224808284,0.70134012,2
-0.601845641,1.224808284,0.70134012,2
1.766342836,1.036578256,0.70134012,0
1.766342836,0.14269538,0.70134012,0
-0.601845641,1.224808284,0.70134012,2
1.766342836,1.070927705,0.70134012,0
1.766342836,1.14379543,0.70134012,0
-0.601845641,1.224808284,0.70134012,2
1.766342836,0.294804814,0.70134012,0
-0.601845641,1.224808284,0.70134012,2
1.766342836,0.135146791,0.70134012,0
-0.601845641,1.224808284,0.70134012,2
1.766342836,0.435529116,0.70134012,0
-0.601845641,1.224808284,0.70134012,2
1.766342836,0.167538072,0.70134012,0
-0.601845641,1.224808284,0.70134012,2
-0.601845641,1.224808284,0.70134012,2
-0.456505554,-0.93954141,0.70134012,3
0.201799547,-0.602438072,0.695812022,3
-0.353912551,-0.749156352,0.685760933,3
-0.550549139,-0.929908144,0.672526999,3
-0.541999723,-0.933638191,0.658958027,3
-0.593296225,-0.950692781,0.65426752,3
-0.559098555,-0.944734992,0.644886502,3
-0.405209052,-0.913535567,0.639190883,3
-0.507802056,-0.925728637,0.638520812,3
-0.593296225,-0.953331176,0.638353295,3
-0.601845641,-0.956448512,0.632322639,3
-0.533450307,-0.93824532,0.631150014,3
-0.473604387,-0.927162876,0.59865149,3
-0.490703221,-0.766573121,0.585417556,3
-0.584746806,-0.954540806,0.486581845,3
-0.593296225,-0.955306902,0.472342803,3
-0.593296225,-0.95393599,0.395116932,3
-0.57619739,-0.947968488,0.263112626,3
-0.541999723,-0.893672414,-0.034567135,3
-0.584746806,-0.950589351,-0.050313843,3
-0.593296225,-0.956113322,-0.051318951,3
-0.601845641,-0.955828167,-0.073096312,3
-0.593296225,-0.955026925,-0.083984992,3
-0.593296225,-0.952886098,-0.091355791,3
-0.584746806,-0.930630478,-0.219842215,3
-0.57619739,-0.953129572,-0.482678202,3
-0.57619739,-0.953378036,-0.504958116,3
-0.593296225,-0.952732713,-0.538126708,3
-0.584746806,-0.942794301,-0.543319773,3
-0.601845641,-0.954725332,-0.551528162,3
-0.57619739,-0.950750634,-0.572467932,3
-0.559098555,-0.922888855,-0.788566352,3
-0.593296225,-0.955185941,-1.047884454,1
-0.57619739,-0.952000585,-1.515427627,1
-0.593296225,-0.954500484,-1.521290763,1
-0.584746806,-0.951557054,-1.772400475,1
-0.593296225,-0.955064977,-1.773238067,1
-0.601845641,-0.956034948,-1.991179187,1
-0.601845641,-0.95612685,-2.230060076,1
-0.593296225,-0.952323152,-2.47765191,1
-0.601845641,1.224808284,0.70134012,2
1.766342836,0.191647474,0.70134012,0
1.766342836,0.154890894,0.70134012,0
-0.601845641,1.224808284,0.70134012,2
1.766342836,0.340342789,0.70134012,0
1.766342836,0.542941899,0.70134012,0
1.766342836,0.269865744,0.70134012,0
1.766342836,0.351874681,0.70134012,0
1.766342836,0.185752521,0.70134012,0
1.766342836,0.134602025,0.70134012,0
-0.601845641,1.224808284,0.70134012,2
1.766342836,0.757590522,0.70134012,0
1.766342836,0.191954393,0.70134012,0
1.766342836,1.202259566,0.70134012,0
-0.601845641,1.224808284,0.70134012,2
-0.601845641,1.224808284,0.70134012,2
-0.601845641,1.224808284,0.70134012,2
-0.601845641,1.224808284,0.70134012,2
1.766342836,0.670611352,0.70134012,0
1.766342836,0.242053455,0.70134012,0
-0.601845641,1.224808284,0.70134012,2
1.766342836,0.165169895,0.70134012,0
1.766342836,1.224808284,0.70134012,0
1.766342836,1.224808284,0.70134012,0
1.766342836,0.584784179,0.70134012,0
-0.601845641,1.224808284,0.70134012,2
-0.601845641,1.224808284,0.70134012,2
-0.601845641,1.224808284,0.70134012,2
1.766342836,1.150139558,0.70134012,0
1.766342836,1.033989889,0.70134012,0
1.766342836,1.224808284,0.70134012,0
1.766342836,0.375165761,0.70134012,0
1.766342836,0.42431594,0.70134012,0
-0.601845641,1.224808284,0.70134012,2
-0.601845641,1.224808284,0.70134012,2
1.766342836,0.135984406,0.70134012,0
1.766342836,0.49017192,0.70134012,0
1.766342836,0.344936815,0.70134012,0
1.766342836,1.224808284,0.70134012,0
1.766342836,0.26191944,0.70134012,0
-0.601845641,1.224808284,0.70134012,2
1.766342836,0.624951383,0.70134012,0
1.766342836,0.13476723,0.70134012,0
1.766342836,0.135050041,0.70134012,0
1.766342836,0.669527586,0.70134012,0
-0.601845641,1.224808284,0.70134012,2
-0.601845641,1.224808284,0.70134012,2
1.766342836,1.096033885,0.70134012,0
1.766342836,0.150564949,0.70134012,0
1.766342836,0.140877538,0.70134012,0
-0.601845641,1.224808284,0.70134012,2
-0.532193038,-0.9301533,0.70134012,3
-0.462540437,-0.951375866,0.642499887,3
-0.183930028,-0.908510487,0.635212337,3
-0.183930028,0.040411295,0.003624515,3
-0.532193038,-0.952426486,-0.543211776,3
-0.392887834,-0.94518689,-1.599097057,1
-0.044624822,-0.332163194,-1.626897718,1
-0.462540437,-0.917966085,-1.63445518,1
-0.532193038,-0.861652746,-2.047956264,1
-0.532193038,-0.883925933,-2.103287676,1
-0.532193038,-0.897584018,-2.106796498,1
-0.601845641,-0.956144282,-2.140535163,1
-0.532193038,-0.919016708,-2.379944734,1
-0.532193038,-0.888758794,-2.47765191,1
-0.601845641,1.224808284,0.70134012,2
-0.601845641,1.224808284,0.70134012,2
1.766342836,0.868719902,0.70134012,0
-0.601845641,1.224808284,0.70134012,2
-0.601845641,1.224808284,0.70134012,2
1.766342836,1.224808284,0.70134012,0
-0.601845641,1.224808284,0.70134012,2
-0.601845641,1.224808284,0.70134012,2
-0.601845641,1.224808284,0.70134012,2
1.766342836,0.777449951,0.70134012,0
-0.601845641,1.224808284,0.70134012,2
1.766342836,1.050082093,0.70134012,0
1.766342836,0.146322993,0.70134012,0
1.766342836,0.136125689,0.70134012,0
1.766342836,1.224808284,0.70134012,0
1.766342836,1.203420102,0.70134012,0
-0.601845641,1.224808284,0.70134012,2
1.766342836,1.224808284,0.70134012,0
-0.601845641,1.224808284,0.70134012,2
-0.601845641,1.224808284,0.70134012,2
1.766342836,0.400525465,0.70134012,0
1.766342836,0.13620336,0.70134012,0
1.766342836,1.012524383,0.70134012,0
1.766342836,0.922735583,0.70134012,0
1.766342836,0.255187226,0.70134012,0
-0.601845641,1.224808284,0.70134012,2
1.766342836,0.181770812,0.70134012,0
-0.601845641,1.224808284,0.70134012,2
1.766342836,0.181612448,0.70134012,0
-0.601845641,1.224808284,0.70134012,2
1.766342836,1.224808284,0.70134012,0
1.766342836,0.996043964,0.70134012,0
1.766342836,1.224808284,0.70134012,0
1.766342836,0.985354699,0.70134012,0
-0.601845641,1.224808284,0.70134012,2
-0.601845641,1.224808284,0.70134012,2
1.766342836,1.017051391,0.70134012,0
1.766342836,0.35490181,0.70134012,0
1.766342836,0.147810654,0.70134012,0
1.766342836,0.157957472,0.70134012,0
1.766342836,0.526681121,0.70134012,0
-0.601845641,1.224808284,0.70134012,2
1.766342836,1.224808284,0.70134012,0
1.766342836,0.433429791,0.70134012,0
1.766342836,0.197540313,0.70134012,0
1.766342836,0.13903468,0.70134012,0
-0.601845641,1.224808284,0.70134012,2
1.766342836,0.419128966,0.70134012,0
-0.601845641,1.224808284,0.70134012,2
-0.601845641,1.224808284,0.70134012,2
1.766342836,0.500528673,0.70134012,0
1.766342836,1.224808284,0.70134012,0
-0.601845641,1.224808284,0.70134012,2
-0.601845641,1.224808284,0.70134012,2
1.766342836,0.134200983,0.70134012,0
-0.601845641,1.224808284,0.70134012,2
-0.601845641,1.224808284,0.70134012,2
1.766342836,1.107745985,0.70134012,0
1.766342836,0.380551892,0.70134012,0
-0.601845641,1.224808284,0.70134012,2
-0.601845641,1.224808284,0.70134012,2
1.766342836,1.224808284,0.70134012,0
1.766342836,0.202161073,0.70134012,0
1.766342836,0.135193306,0.70134012,0
-0.601845641,1.224808284,0.70134012,2
1.766342836,1.224808284,0.70134012,0
1.766342836,0.204414688,0.70134012,0
1.766342836,0.134084254,0.70134012,0
-0.601845641,1.224808284,0.70134012,2
1.766342836,0.656237439,0.70134012,0
-0.601845641,1.224808284,0.70134012,2
1.766342836,0.893888803,0.70134012,0
1.766342836,0.21120622,0.70134012,0
1.766342836,0.642732822,0.70134012,0
-0.601845641,1.224808284,0.70134012,2
-0.601845641,1.224808284,0.70134012,2
1.766342836,0.758793991,0.70134012,0
1.766342836,0.13438886,0.70134012,0
-0.601845641,1.224808284,0.70134012,2
-0.601845641,1.224808284,0.70134012,2
1.766342836,0.347230889,0.70134012,0
1.766342836,0.136555107,0.70134012,0
1.766342836,0.200045477,0.70134012,0
-0.601845641,1.224808284,0.70134012,2
0.582248598,-0.717068357,0.70134012,3
0.582248598,0.245849308,-2.47765191,1
-0.432689322,-0.948350198,0.70134012,3
-0.432689322,-0.659020179,0.647533096,3
-0.432689322,-0.847190804,0.631482187,3
-0.432689322,-0.74461659,-0.09664543,3
-0.348111162,-0.758057349,-0.097557413,3
-0.51726748,-0.956131691,-0.124369728,3
-0.51726748,-0.552908925,-0.353824772,3
-0.432689322,-0.934202031,-0.377536343,3
-0.432689322,-0.93066499,-0.424777087,3
-0.51726748,-0.541590393,-0.658974444,3
-0.51726748,-0.748861042,-0.662075188,3
-0.348111162,-0.946935382,-0.687610727,3
-0.51726748,-0.933494624,-0.911593872,1
-0.51726748,-0.950472424,-0.951538746,1
-0.51726748,-0.939153891,-0.953545109,1
-0.51726748,-0.95259465,-1.155093462,1
-0.51726748,-0.858509337,-1.667628178,1
-0.51726748,-0.838701903,-2.47765191,1
1.766342836,0.154454167,0.70134012,0
-0.601845641,1.224808284,0.70134012,2
1.766342836,1.224808284,0.70134012,0
-0.601845641,1.224808284,0.70134012,2
1.766342836,0.765350389,0.70134012,0
-0.601845641,1.224808284,0.70134012,2
-0.601845641,1.224808284,0.70134012,2
1.766342836,1.224808284,0.70134012,0
-0.601845641,-0.723846727,0.70134012,3
1.766342836,0.031887334,-2.47765191,1
1.766342836,0.183405145,0.70134012,0
1.766342836,1.224808284,0.70134012,0
1.766342836,1.224808284,0.70134012,0
1.766342836,1.224808284,0.70134012,0
1.766342836,0.316187203,0.70134012,0
-0.601845641,1.224808284,0.70134012,2
1.766342836,0.315545625,0.70134012,0
1.766342836,1.224808284,0.70134012,0
1.766342836,0.146335958,0.70134012,0
1.766342836,0.433755649,0.70134012,0
1.766342836,0.160688545,0.70134012,0
-0.601845641,1.224808284,0.70134012,2
-0.601845641,1.224808284,0.70134012,2
1.766342836,0.852848171,0.70134012,0
-0.601845641,1.224808284,0.70134012,2
1.766342836,0.239438842,0.70134012,0
1.766342836,0.267812576,0.70134012,0
-0.601845641,1.224808284,0.70134012,2
1.766342836,0.191086169,0.70134012,0
-0.601845641,1.224808284,0.70134012,2
-0.601845641,1.224808284,0.70134012,2
1.766342836,1.224808284,0.70134012,0
-0.601845641,1.224808284,0.70134012,2
1.766342836,0.237257841,0.70134012,0
0.582248598,0.992718136,0.70134012,0
0.582248598,-0.724748951,-2.47765191,1
1.766342836,0.486063417,0.70134012,0
1.766342836,1.224808284,0.70134012,0
1.766342836,0.90130698,0.70134012,0
-0.601845641,1.224808284,0.70134012,2
1.766342836,0.836943831,0.70134012,0
-0.601845641,1.224808284,0.70134012,2
1.766342836,0.68659414,0.70134012,0
1.766342836,1.224808284,0.70134012,0
-0.601845641,1.224808284,0.70134012,2
-0.601845641,1.224808284,0.70134012,2
-0.601845641,1.224808284,0.70134012,2
1.766342836,0.749646435,0.70134012,0
-0.601845641,1.224808284,0.70134012,2
1.766342836,0.462823853,0.70134012,0
1.766342836,1.191094706,0.70134012,0
-0.453833861,-0.82611842,0.70134012,3
-0.453833861,-0.952445126,0.566473793,3
-0.157810301,-0.838295301,0.466929596,3
-0.601845641,-0.907360436,0.453282409,3
-0.305822081,-0.929376771,-0.401673781,3
-0.305822081,-0.878968143,-0.461079189,3
-0.453833861,-0.810739517,-0.58791776,3
-0.453833861,-0.806894791,-0.800653335,1
-0.601845641,-0.946194287,-0.804667216,1
-0.305822081,-0.399353851,-1.417185123,1
-0.453833861,-0.920039579,-2.00160588,1
-0.305822081,-0.932672252,-2.47765191,1
-0.601845641,1.224808284,0.70134012,2
1.766342836,1.224808284,0.70134012,0
1.766342836,0.187233748,0.70134012,0
1.766342836,1.224808284,0.70134012,0
1.766342836,1.041390637,0.70134012,0
1.766342836,1.224808284,0.70134012,0
-0.601845641,1.224808284,0.70134012,2
1.766342836,0.318115579,0.70134012,0
1.766342836,0.706503784,0.70134012,0
1.766342836,1.219955691,0.70134012,0
-0.601845641,1.224808284,0.70134012,2
-0.601845641,1.224808284,0.70134012,2
-0.601845641,1.224808284,0.70134012,2
-0.601845641,1.224808284,0.70134012,2
-0.601845641,1.224808284,0.70134012,2
1.766342836,0.351493481,0.70134012,0
-0.601845641,1.224808284,0.70134012,2
1.766342836,0.154546553,0.70134012,0
1.766342836,0.484875528,0.70134012,0
-0.601845641,1.224808284,0.70134012,2
1.766342836,1.224808284,0.70134012,0
1.766342836,1.046634614,0.70134012,0
-0.601845641,1.224808284,0.70134012,2
-0.601845641,1.224808284,0.70134012,2
-0.365026793,-0.926183633,0.70134012,3
-0.128207945,-0.859763455,0.429120175,3
-0.365026793,-0.941511366,0.423000653,3
-0.128207945,-0.905746654,-0.196452711,3
-0.365026793,-0.76268781,-0.756684912,3
-0.365026793,-0.588973498,-0.767936932,3
-0.365026793,0.402219927,-1.040156881,1
-0.365026793,-0.890418921,-2.47765191,1
1.766342836,1.224808284,0.70134012,0
-0.601845641,1.224808284,0.70134012,2
1.766342836,1.224808284,0.70134012,0
1.766342836,0.422051265,0.70134012,0
1.766342836,0.410220652,0.70134012,0
-0.601845641,1.224808284,0.70134012,2
-0.601845641,1.224808284,0.70134012,2
-0.601845641,1.224808284,0.70134012,2
1.766342836,1.224808284,0.70134012,0
-0.601845641,1.224808284,0.70134012,2
-0.601845641,1.224808284,0.70134012,2
1.766342836,0.496772666,0.70134012,0
1.766342836,0.134501732,0.70134012,0
1.766342836,0.720605333,0.70134012,0
1.766342836,0.135345403,0.70134012,0
-0.601845641,1.224808284,0.70134012,2
1.766342836,0.558815544,0.70134012,0
1.766342836,0.448911638,0.70134012,0
1.766342836,1.224808284,0.70134012,0
-0.601845641,1.224808284,0.70134012,2
-0.207147561,-0.652423185,0.70134012,3
-0.207147561,-0.32263928,-0.343669727,3
0.187550517,-0.601687199,-0.460062204,3
-0.207147561,-0.449479242,-1.955146984,1
-0.207147561,-0.576319206,-2.47765191,1
-0.601845641,-0.922058877,0.70134012,3
1.766342836,0.245165368,0.519818941,0
-0.601845641,-0.846701729,-2.47765191,1
1.766342836,0.150959074,0.70134012,0
-0.601845641,1.224808284,0.70134012,2
1.766342836,1.224808284,0.70134012,0
-0.601845641,1.224808284,0.70134012,2
1.766342836,1.224808284,0.70134012,0
1.766342836,0.214725658,0.70134012,0
-0.601845641,1.224808284,0.70134012,2
-0.601845641,1.224808284,0.70134012,2
1.766342836,0.365676369,0.70134012,0
-0.601845641,1.224808284,0.70134012,2
-0.601845641,1.224808284,0.70134012,2
-0.601845641,1.224808284,0.70134012,2
-0.171265917,-0.573801773,0.70134012,3
-0.386555779,-0.923531505,-1.248635887,1
-0.171265917,-0.707032147,-1.276649562,1
-0.386555779,-0.856916318,-1.554097017,1
-0.386555779,-0.790301131,-1.837147206,1
-0.171265917,0.192272881,-2.231579774,1
-0.171265917,-0.856916318,-2.47765191,1
-0.601845641,1.224808284,0.70134012,2
1.766342836,0.752067309,0.70134012,0
1.766342836,0.577070389,0.70134012,0
1.766342836,0.540446197,0.70134012,0
1.766342836,0.196339397,0.70134012,0
0.413092279,0.278055646,0.70134012,2
-0.263533001,-0.339391727,-0.518920198,3
-0.263533001,-0.792186467,-1.462805473,1
-0.263533001,-0.91567594,-1.949008249,1
-0.263533001,-0.833349624,-2.47765191,1
1.766342836,1.224808284,0.70134012,0
1.766342836,0.13566947,0.70134012,0
-0.601845641,1.224808284,0.70134012,2
1.766342836,1.141950029,0.70134012,0
1.766342836,0.631398769,0.70134012,0
-0.601845641,1.224808284,0.70134012,2
1.766342836,0.300457552,0.70134012,0
1.766342836,1.224808284,0.70134012,0
-0.601845641,1.224808284,0.70134012,2
1.292705141,0.308691022,0.70134012,0
-0.128207945,-0.69509131,-2.47765191,1
1.766342836,1.224808284,0.70134012,0
-0.601845641,1.224808284,0.70134012,2
1.766342836,1.224808284,0.70134012,0
-0.601845641,1.224808284,0.70134012,2
-0.601845641,1.224808284,0.70134012,2
1.766342836,0.686348013,0.70134012,0
1.766342836,0.612239794,0.70134012,0
-0.601845641,1.224808284,0.70134012,2
1.766342836,0.691535065,0.70134012,0
1.766342836,0.394835168,0.70134012,0
-0.601845641,1.224808284,0.70134012,2
-0.601845641,1.224808284,0.70134012,2
0.413092279,-0.403633338,0.70134012,3
0.751404916,0.190823486,-2.47765191,1
0.976946678,0.02897701,0.70134012,0
0.187550517,-0.771569465,-2.47765191,1
1.766342836,1.224808284,0.70134012,0
1.766342836,1.224808284,0.70134012,0
1.766342836,1.224808284,0.70134012,0
1.766342836,0.27133076,0.70134012,0
-0.601845641,1.224808284,0.70134012,2
-0.601845641,-0.922086552,0.70134012,3
-0.009798522,-0.945410762,-0.724205491,3
-0.009798522,-0.925701024,-2.473347421,1
0.582248598,0.183865259,-2.47765191,1
1.766342836,1.224808284,0.70134012,0
-0.601845641,1.224808284,0.70134012,2
1.766342836,0.753018367,0.70134012,0
-0.601845641,1.224808284,0.70134012,2
-0.601845641,1.224808284,0.70134012,2
1.766342836,1.224808284,0.70134012,0
1.766342836,1.224808284,0.70134012,0
-0.601845641,1.224808284,0.70134012,2
1.766342836,0.481097456,0.70134012,0
1.766342836,0.158955469,0.70134012,0
1.766342836,0.348054503,0.70134012,0
1.766342836,0.140439171,0.70134012,0
1.766342836,0.931665495,0.70134012,0
-0.601845641,1.224808284,0.70134012,2
1.766342836,0.817125561,0.70134012,0
1.766342836,0.394838847,0.70134012,0
1.766342836,0.416343079,0.70134012,0
1.766342836,1.224808284,0.70134012,0
1.766342836,0.599032178,0.70134012,0
1.766342836,0.145300579,0.70134012,0
1.766342836,0.445215002,0.70134012,0
1.766342836,0.203868978,0.70134012,0
1.766342836,1.224808284,0.70134012,0
1.766342836,1.224808284,0.70134012,0
1.766342836,0.697936158,0.70134012,0
1.766342836,0.135078968,0.70134012,0
-0.601845641,1.224808284,0.70134012,2
-0.601845641,1.224808284,0.70134012,2
-0.601845641,1.224808284,0.70134012,2
-0.601845641,1.224808284,0.70134012,2
-0.601845641,1.224808284,0.70134012,2
1.766342836,0.228346503,0.70134012,0
-0.601845641,1.224808284,0.70134012,2
-0.009798522,-0.678468662,0.70134012,3
-0.009798522,-0.413045687,0.699462999,3
0.582248598,0.402644434,-2.47765191,1
1.766342836,0.458527179,0.70134012,0
1.766342836,1.224808284,0.70134012,0
1.766342836,0.535351252,0.70134012,0
-0.601845641,1.224808284,0.70134012,2
-0.601845641,1.224808284,0.70134012,2
-0.601845641,1.224808284,0.70134012,2
-0.601845641,1.224808284,0.70134012,2
-0.601845641,1.224808284,0.70134012,2
1.766342836,0.545951739,0.70134012,0
1.766342836,1.102370727,0.70134012,0
1.766342836,0.257814847,0.70134012,0
1.766342836,1.224808284,0.70134012,0
1.766342836,0.134442304,0.70134012,0
1.766342836,0.158070296,0.70134012,0
1.766342836,0.988535639,0.70134012,0
1.766342836,0.155931651,0.70134012,0
-0.601845641,1.224808284,0.70134012,2
-0.601845641,1.224808284,0.70134012,2
-0.601845641,1.224808284,0.70134012,2
1.766342836,0.323133527,0.70134012,0
1.766342836,0.884470768,0.70134012,0
-0.601845641,1.224808284,0.70134012,2
1.766342836,0.278752244,0.70134012,0
-0.601845641,1.224808284,0.70134012,2
-0.601845641,1.224808284,0.70134012,2
-0.601845641,1.224808284,0.70134012,2
1.766342836,0.417349032,0.70134012,0
1.766342836,0.61476345,0.70134012,0
1.766342836,0.151028712,0.70134012,0
1.766342836,1.133657607,0.70134012,0
-0.601845641,-0.308241229,0.70134012,3
-0.601845641,0.576210414,-2.47765191,1
1.766342836,0.262774537,0.70134012,0
-0.601845641,1.224808284,0.70134012,2
1.766342836,0.738096794,0.70134012,0
-0.601845641,1.224808284,0.70134012,2
1.766342836,1.224808284,0.70134012,0
1.766342836,0.768196304,0.70134012,0
-0.601845641,1.224808284,0.70134012,2
1.766342836,0.806085349,0.70134012,0
1.766342836,0.166644578,0.70134012,0
1.766342836,0.346799338,0.70134012,0
-0.601845641,1.224808284,0.70134012,2
-0.601845641,1.224808284,0.70134012,2
-0.601845641,1.224808284,0.70134012,2
-0.601845641,1.224808284,0.70134012,2
1.766342836,0.182951888,0.70134012,0
-0.601845641,1.224808284,0.70134012,2
-0.601845641,1.224808284,0.70134012,2
-0.601845641,1.224808284,0.70134012,2
1.766342836,0.145008566,0.70134012,0
1.766342836,1.088676554,0.70134012,0
1.766342836,0.149281808,0.70134012,0
1.766342836,0.195492207,0.70134012,0
-0.601845641,1.224808284,0.70134012,2
1.766342836,0.431357704,0.70134012,0
-0.601845641,1.224808284,0.70134012,2
1.766342836,0.156335526,0.70134012,0
-0.601845641,1.224808284,0.70134012,2
1.766342836,1.224808284,0.70134012,0
-0.601845641,1.224808284,0.70134012,2
-0.601845641,1.224808284,0.70134012,2
1.766342836,0.425822083,0.70134012,0
-0.601845641,1.224808284,0.70134012,2
1.766342836,1.224808284,0.70134012,0
1.766342836,0.216529333,0.70134012,0
-0.601845641,1.224808284,0.70134012,2
-0.601845641,1.224808284,0.70134012,2
1.766342836,1.224808284,0.70134012,0
-0.601845641,1.224808284,0.70134012,2
-0.601845641,1.224808284,0.70134012,2
-0.601845641,1.224808284,0.70134012,2
1.766342836,0.136622972,0.70134012,0
1.766342836,0.14051935,0.70134012,0
-0.601845641,1.224808284,0.70134012,2
-0.601845641,1.224808284,0.70134012,2
1.766342836,1.204654932,0.70134012,0
1.766342836,0.147582615,0.70134012,0
-0.601845641,1.224808284,0.70134012,2
-0.601845641,1.224808284,0.70134012,2
-0.601845641,1.224808284,0.70134012,2
-0.601845641,1.224808284,0.70134012,2
1.766342836,0.173666851,0.70134012,0
-0.601845641,1.224808284,0.70134012,2
1.766342836,1.224808284,0.70134012,0
-0.601845641,1.224808284,0.70134012,2
1.766342836,0.135196619,0.70134012,0
1.766342836,1.224808284,0.70134012,0
1.766342836,1.224808284,0.70134012,0
-0.601845641,1.224808284,0.70134012,2
-0.601845641,1.224808284,0.70134012,2
-0.601845641,1.224808284,0.70134012,2
-0.601845641,1.224808284,0.70134012,2
1.766342836,1.224808284,0.70134012,0
1.766342836,1.100063309,0.70134012,0
1.766342836,0.133984592,0.70134012,0
1.766342836,1.224808284,0.70134012,0
-0.601845641,1.224808284,0.70134012,2
1.766342836,0.44532684,0.70134012,0
1.766342836,0.83394051,0.70134012,0
-0.548023175,-0.911107658,0.70134012,3
0.420781202,-0.24166433,0.638632732,3
-0.548023175,-0.934473071,0.203497971,3
-0.440378245,-0.862488005,0.168599947,3
-0.548023175,-0.847625484,-0.062599474,3
-0.171265917,-0.915012514,-0.278531007,3
-0.548023175,-0.931110892,-0.818905123,1
-0.548023175,-0.947387921,-0.842352237,1
-0.494200711,-0.517884374,-1.354916988,1
-0.548023175,-0.950800847,-1.38163579,1
-0.548023175,-0.93294862,-1.599748452,1
-0.548023175,-0.935573947,-1.616652182,1
-0.494200711,-0.930848359,-1.638463447,1
-0.548023175,-0.781002075,-2.174475312,1
-0.548023175,-0.93583648,-2.47765191,1
-0.601845641,1.224808284,0.70134012,2
-0.601845641,1.224808284,0.70134012,2
1.766342836,1.224808284,0.70134012,0
1.766342836,0.960971632,0.70134012,0
-0.601845641,1.224808284,0.70134012,2
1.766342836,0.174325704,0.70134012,0
-0.601845641,1.224808284,0.70134012,2
-0.601845641,0.705219171,0.70134012,2
1.766342836,-0.921558357,-2.47765191,1
-0.601845641,1.224808284,0.70134012,2
1.766342836,0.175715516,0.70134012,0
1.766342836,0.338346973,0.70134012,0
-0.601845641,1.224808284,0.70134012,2
1.766342836,0.731452163,0.70134012,0
-0.601845641,1.224808284,0.70134012,2
1.766342836,0.206112525,0.70134012,0
1.766342836,0.312870438,0.70134012,0
-0.601845641,1.224808284,0.70134012,2
-0.601845641,1.224808284,0.70134012,2
1.766342836,0.181083743,0.70134012,0
1.766342836,0.887239357,0.70134012,0
1.766342836,1.208157379,0.70134012,0
1.766342836,1.224808284,0.70134012,0
1.766342836,0.678262265,0.70134012,0
1.766342836,0.235981562,0.70134012,0
-0.601845641,1.224808284,0.70134012,2
-0.601845641,1.224808284,0.70134012,2
-0.601845641,1.224808284,0.70134012,2
1.766342836,1.074109861,0.70134012,0
1.766342836,1.224808284,0.70134012,0
-0.601845641,1.224808284,0.70134012,2
-0.601845641,1.224808284,0.70134012,2
-0.601845641,1.224808284,0.70134012,2
-0.601845641,1.224808284,0.70134012,2
-0.601845641,1.224808284,0.70134012,2
-0.601845641,1.224808284,0.70134012,2
-0.601845641,1.224808284,0.70134012,2
-0.601845641,1.224808284,0.70134012,2
1.766342836,0.472432871,0.70134012,0
1.766342836,0.308516383,0.70134012,0
-0.601845641,1.224808284,0.70134012,2
1.766342836,1.224808284,0.70134012,0
-0.601845641,1.224808284,0.70134012,2
-0.601845641,1.224808284,0.70134012,2
-0.601845641,1.224808284,0.70134012,2
1.766342836,1.224808284,0.70134012,0
1.766342836,1.224808284,0.70134012,0
1.766342836,0.778049621,0.70134012,0
1.766342836,0.607586009,0.70134012,0
1.766342836,0.987967808,0.70134012,0
1.766342836,1.224808284,0.70134012,0
1.766342836,0.84778191,0.70134012,0
1.766342836,1.224808284,0.70134012,0
-0.601845641,1.224808284,0.70134012,2
1.766342836,0.373379711,0.70134012,0
0.582248598,-0.216637309,0.70134012,3
0.582248598,-0.692481318,0.697232894,3
-0.601845641,-0.731439305,-2.47765191,1
-0.601845641,1.224808284,0.70134012,2
1.766342836,0.140252862,0.70134012,0
1.766342836,0.167063729,0.70134012,0
1.766342836,0.450342827,0.70134012,0
-0.601845641,1.224808284,0.70134012,2
-0.601845641,1.224808284,0.70134012,2
-0.601845641,1.224808284,0.70134012,2
1.766342836,0.213289905,0.70134012,0
1.766342836,0.240630406,0.70134012,0
1.766342836,0.235141961,0.70134012,0
1.766342836,1.224808284,0.70134012,0
1.766342836,0.136104453,0.70134012,0
1.766342836,1.179907875,0.70134012,0
-0.601845641,1.224808284,0.70134012,2
-0.601845641,1.224808284,0.70134012,2
-0.601845641,1.224808284,0.70134012,2
1.766342836,0.137280529,0.70134012,0
-0.601845641,1.224808284,0.70134012,2
1.766342836,1.224808284,0.70134012,0
1.766342836,0.16030408,0.70134012,0
-0.601845641,1.224808284,0.70134012,2
-0.601845641,1.224808284,0.70134012,2
1.766342836,0.359979634,0.70134012,0
-0.601845641,1.224808284,0.70134012,2
-0.601845641,1.224808284,0.70134012,2
1.766342836,0.276695343,0.70134012,0
-0.601845641,1.224808284,0.70134012,2
-0.601845641,1.224808284,0.70134012,2
-0.338713588,-0.815737527,0.70134012,3
-0.338713588,-0.902569264,0.202700915,3
-0.075581535,-0.522680416,0.189778185,3
-0.338713588,-0.739759757,-0.616332916,3
-0.338713588,-0.739759757,-0.628810034,3
-0.338713588,-0.17535347,-1.716101954,1
-0.075581535,-0.620366119,-2.47765191,1
1.766342836,0.136355646,0.70134012,0
-0.601845641,1.224808284,0.70134012,2
1.766342836,1.224808284,0.70134012,0
-0.601845641,1.224808284,0.70134012,2
1.766342836,0.306345417,0.70134012,0
-0.601845641,1.224808284,0.70134012,2
-0.601845641,1.224808284,0.70134012,2
1.766342836,1.224808284,0.70134012,0
-0.601845641,1.224808284,0.70134012,2
